Order ID,Date,Product ID,Product Name,Category,Quantity Sold,Price per Unit,Customer ID,Customer Age,Customer Gender,Region,Total Sales Amount
c14e8779,9/9/2024,P8902,stock,Furniture,1,330.9,C7357,27,Other,Asia,330.9
74ec9617,3/8/2024,P2260,fly,Toys,5,466.42,C9674,49,Other,Africa,2332.1
4eb62593,10/15/2024,P5163,low,Furniture,6,181.03,C1914,32,Male,Africa,1086.18
c81b282a,8/10/2024,P8293,fast,Electronics,1,65.25,C9184,36,Female,Europe,65.25
6b0a7c0a,6/28/2024,P7160,investment,Furniture,1,205.76,C7036,62,Other,Europe,205.76
f78689cb,6/29/2024,P2638,trial,Furniture,7,93.53,C1992,24,Male,Europe,654.71
1b0248ab,3/3/2024,P4062,third,Groceries,4,386.63,C9017,61,Other,Africa,1546.52
aab1c63b,3/1/2024,P6672,either,Clothing,3,296.63,C5361,52,Female,Africa,889.89
b6b9cf27,5/15/2024,P1109,service,Clothing,6,203.31,C1187,70,Female,North America,1219.86
0e77134d,8/2/2024,P3129,couple,Groceries,8,309.43,C4469,30,Female,North America,2475.44
ab19bce3,7/20/2024,P3654,here,Clothing,10,267.06,C4734,45,Other,South America,2670.6
35b4f80e,1/19/2024,P3744,view,Clothing,9,319.05,C4340,39,Female,South America,2871.45
336a5506,7/30/2024,P5205,official,Furniture,6,411.71,C8192,56,Female,South America,2470.26
2225b512,9/28/2024,P5408,find,Electronics,8,259.01,C3262,47,Female,Africa,2072.08
5b88f60a,10/16/2024,P2357,become,Toys,4,262.15,C2019,31,Male,Europe,1048.6
1d218e0b,9/13/2024,P5294,girl,Furniture,8,43.87,C3687,66,Female,South America,350.96
df4c99e9,6/28/2024,P3005,admit,Furniture,2,441.67,C5788,46,Male,North America,883.34
42f7c6f5,8/1/2024,P1258,have,Furniture,1,196.36,C5925,36,Female,Europe,196.36
9f4a08b6,6/3/2024,P8267,fly,Furniture,9,494.03,C5696,55,Male,Africa,4446.27
3283c428,4/27/2024,P8472,lay,Electronics,4,93.16,C3240,49,Female,Asia,372.64
463b31d2,6/6/2024,P1401,establish,Electronics,6,378.34,C8340,39,Male,Asia,2270.04
9c006040,1/6/2024,P9903,sort,Furniture,10,414.13,C6145,21,Female,North America,4141.3
c9f25989,5/20/2024,P1468,choose,Toys,4,289.05,C8798,68,Other,Africa,1156.2
02e5ea9d,11/18/2024,P5685,because,Electronics,5,304.62,C6419,67,Male,Africa,1523.1
e7254404,6/5/2024,P2094,face,Clothing,7,353.52,C6120,24,Other,Asia,2474.64
3a425475,11/20/2024,P2440,more,Groceries,9,304.78,C8184,60,Female,Africa,2743.02
5f837267,3/5/2024,P7044,those,Toys,3,110.79,C8943,41,Male,Africa,332.37
00b5df4a,11/16/2024,P1063,for,Clothing,10,82.19,C4114,55,Other,Africa,821.9
2bab8e54,4/8/2024,P4943,box,Toys,1,146.59,C4777,20,Female,Africa,146.59
d4d9e93a,5/19/2024,P1908,win,Clothing,7,231.47,C1255,32,Other,Europe,1620.29
71b12f43,8/28/2024,P6929,make,Clothing,1,212.08,C2288,41,Female,Africa,212.08
dc49921c,2/4/2024,P3773,director,Toys,6,108.37,C7933,57,Female,North America,650.22
870d75e5,1/17/2024,P6532,Democrat,Groceries,4,493.15,C3530,25,Female,Asia,1972.6
470ada3e,5/23/2024,P2804,drive,Furniture,5,466.98,C1687,43,Female,Africa,2334.9
73ded0d6,9/22/2024,P3685,agency,Clothing,9,245.31,C9051,58,Other,Europe,2207.79
5c28efac,7/15/2024,P9297,cover,Furniture,7,290.93,C4598,25,Male,Africa,2036.51
227b168a,9/10/2024,P6049,interview,Furniture,1,264.52,C8494,20,Male,South America,264.52
8f5e7dc3,7/1/2024,P8461,wife,Furniture,8,38.25,C8246,19,Female,Asia,306
76235935,8/16/2024,P7185,situation,Toys,5,176.6,C5833,48,Male,North America,883
14fb8595,3/29/2024,P4421,decade,Furniture,5,436.95,C2208,45,Male,Africa,2184.75
78d14675,4/11/2024,P8727,company,Clothing,10,352.8,C8610,36,Female,Asia,3528
844f7d2e,4/2/2024,P2096,central,Electronics,3,260.35,C4959,44,Male,South America,781.05
1d21f43f,3/23/2024,P2406,perhaps,Groceries,2,400.37,C2939,28,Female,South America,800.74
ca4f0189,10/7/2024,P7409,heavy,Groceries,5,239.46,C6960,54,Male,Europe,1197.3
a0bc2795,3/5/2024,P2277,step,Electronics,2,345.49,C4010,44,Female,Africa,690.98
32c1e1bc,2/26/2024,P1822,believe,Electronics,10,478.81,C5385,38,Other,North America,4788.1
8d672451,1/18/2024,P9656,draw,Clothing,7,185.83,C5026,61,Male,North America,1300.81
6cd049b2,10/26/2024,P9966,eight,Groceries,4,77.8,C9616,19,Female,South America,311.2
d30c0b18,2/13/2024,P9104,increase,Furniture,7,454.3,C7768,67,Male,Asia,3180.1
1252fbcc,9/6/2024,P5355,heavy,Toys,8,112.68,C2838,31,Female,Europe,901.44
14e2c5a4,7/14/2024,P6787,pressure,Clothing,8,144.14,C3776,62,Male,Africa,1153.12
cfc0032f,6/21/2024,P2716,health,Electronics,9,65.69,C7381,43,Other,Asia,591.21
e57fb894,9/25/2024,P1200,miss,Electronics,3,249.81,C3474,37,Female,Asia,749.43
fbbffdc3,11/16/2024,P9798,write,Groceries,10,224.11,C7662,60,Other,Asia,2241.1
351006f8,2/9/2024,P7376,worry,Furniture,7,85.47,C2920,37,Female,Europe,598.29
a590a55d,2/16/2024,P1176,not,Furniture,10,53.96,C7096,18,Other,Europe,539.6
6e10c696,10/12/2024,P6604,player,Toys,8,301.54,C6415,37,Other,Asia,2412.32
6b716d10,1/27/2024,P3868,remember,Toys,6,375.99,C6155,40,Female,Africa,2255.94
2d9caaa8,11/13/2024,P6444,president,Groceries,10,140.38,C8703,51,Other,North America,1403.8
dbbe83c2,10/23/2024,P9302,piece,Toys,10,41.4,C6915,39,Female,Europe,414
1d114074,10/31/2024,P9698,require,Toys,2,361.29,C9777,52,Male,South America,722.58
9bc3598e,8/17/2024,P2853,drop,Clothing,1,425.5,C6095,67,Male,Africa,425.5
9d994980,6/30/2024,P4842,hold,Clothing,5,475.37,C2192,57,Other,Africa,2376.85
f0e52d87,9/14/2024,P4052,describe,Clothing,9,466.54,C8072,55,Female,Africa,4198.86
32bce670,2/20/2024,P2034,scene,Electronics,5,104.62,C8967,31,Other,Asia,523.1
f17ef700,4/20/2024,P4415,theory,Furniture,3,185.75,C1749,61,Other,Asia,557.25
14e8e25b,10/1/2024,P5526,about,Toys,3,423.59,C7981,20,Female,South America,1270.77
c53ba2fa,11/23/2024,P8821,activity,Clothing,6,495.92,C8694,31,Female,North America,2975.52
44eead2c,3/12/2024,P4246,hear,Clothing,2,181.75,C5599,29,Female,South America,363.5
b09ffc18,7/26/2024,P2446,magazine,Toys,3,357.04,C1938,36,Other,Asia,1071.12
fc5b03de,7/29/2024,P2246,matter,Furniture,9,345.39,C6978,69,Female,Africa,3108.51
fe34702b,9/9/2024,P2681,increase,Toys,10,290.29,C1229,56,Female,Asia,2902.9
83ea0bcb,3/9/2024,P7378,lay,Toys,7,394.93,C5221,55,Other,Asia,2764.51
ca43c6c9,10/4/2024,P5195,cultural,Clothing,6,195.51,C5972,30,Female,Asia,1173.06
d86ad6d1,4/5/2024,P8769,executive,Furniture,6,396.51,C3842,54,Other,Africa,2379.06
b06f82cf,8/3/2024,P9735,kind,Groceries,5,422.98,C3157,44,Male,Asia,2114.9
799c9906,1/16/2024,P2454,amount,Toys,4,50.05,C3084,38,Other,North America,200.2
089a092c,3/3/2024,P9291,visit,Toys,2,261.36,C5669,57,Male,Europe,522.72
14df8709,6/22/2024,P6840,husband,Toys,6,339.33,C7729,66,Other,Asia,2035.98
c3de6d14,2/9/2024,P5583,upon,Clothing,8,491.83,C2881,29,Other,South America,3934.64
ba013939,7/18/2024,P1194,have,Furniture,6,416.55,C9871,22,Other,South America,2499.3
a540a87b,3/27/2024,P3520,rate,Electronics,2,430.26,C2609,35,Other,North America,860.52
b87be79e,9/15/2024,P5075,new,Electronics,1,175.86,C2928,24,Male,Asia,175.86
45ac2ed6,10/18/2024,P5771,matter,Electronics,8,54.77,C7374,32,Other,Africa,438.16
09e58211,7/10/2024,P2076,nothing,Electronics,1,190.8,C4481,57,Other,Africa,190.8
2952b58a,6/13/2024,P6847,history,Groceries,6,483.95,C3351,62,Other,North America,2903.7
dda46114,8/18/2024,P2791,third,Groceries,5,33.99,C5291,19,Female,Europe,169.95
aa111c01,2/22/2024,P4439,guess,Electronics,10,152.98,C8229,52,Other,North America,1529.8
50a443f8,1/16/2024,P1542,nothing,Toys,4,100.05,C1270,36,Other,South America,400.2
3a5c4225,10/20/2024,P5567,hold,Toys,8,382.78,C1895,55,Male,North America,3062.24
121fbf88,11/20/2024,P2905,state,Groceries,10,239.04,C5935,43,Female,Africa,2390.4
0c85cd29,6/21/2024,P7206,economic,Clothing,2,344.96,C8312,19,Female,Africa,689.92
305102a8,8/3/2024,P8665,father,Electronics,6,326.05,C4867,61,Other,South America,1956.3
5bfc3395,6/3/2024,P4695,anything,Clothing,9,283.8,C4707,33,Other,South America,2554.2
ad29dbd3,1/9/2024,P7475,accept,Groceries,1,484.6,C1477,33,Other,North America,484.6
5fca4bed,6/19/2024,P3766,adult,Clothing,7,268.57,C5277,34,Female,South America,1879.99
b1e2f2ac,9/12/2024,P5124,outside,Furniture,7,101.2,C4980,49,Female,North America,708.4
72bb5d19,7/9/2024,P5253,seven,Clothing,1,184.74,C5179,53,Other,Asia,184.74
a4a03b76,2/21/2024,P9326,such,Toys,4,328.16,C6510,27,Male,South America,1312.64
40131451,9/29/2024,P5014,no,Groceries,8,247.7,C2174,23,Female,Europe,1981.6
196d4784,7/8/2024,P5039,direction,Electronics,5,499.04,C1028,43,Other,South America,2495.2
7be51cc5,4/24/2024,P6052,apply,Furniture,6,92.43,C9587,49,Male,North America,554.58
b33d198a,6/27/2024,P6456,thousand,Furniture,10,299.29,C8093,38,Other,North America,2992.9
606148d1,1/29/2024,P8938,who,Toys,1,384.12,C6478,53,Female,Africa,384.12
ed7027b5,2/18/2024,P5545,happy,Electronics,5,463.19,C2224,32,Female,Europe,2315.95
f3d3fa0d,1/15/2024,P9820,look,Electronics,5,187.93,C7410,48,Other,South America,939.65
4afd904b,2/3/2024,P6575,eye,Groceries,4,401.03,C2060,58,Other,Africa,1604.12
59f9dc58,4/6/2024,P7872,book,Groceries,1,356.76,C9237,30,Male,North America,356.76
a536d1ae,5/14/2024,P5567,somebody,Furniture,3,25.61,C9930,37,Male,Europe,76.83
0299a85e,7/23/2024,P5630,while,Groceries,10,181.13,C9989,41,Male,South America,1811.3
723d8f72,10/25/2024,P3016,newspaper,Groceries,8,378.5,C5256,61,Male,Europe,3028
c1624fad,11/26/2024,P6334,suggest,Clothing,7,265.64,C8327,56,Other,Asia,1859.48
d551ccbe,11/23/2024,P7779,almost,Electronics,6,353.01,C4270,62,Other,Africa,2118.06
ee4e30d8,1/21/2024,P3175,music,Electronics,9,353.36,C2649,30,Female,Africa,3180.24
ac9231c0,3/23/2024,P8446,per,Electronics,2,202.25,C1160,25,Other,Asia,404.5
d4185cd4,11/11/2024,P7647,structure,Electronics,7,151.83,C3132,18,Female,Asia,1062.81
02c06129,2/6/2024,P8459,physical,Clothing,2,316.65,C3265,46,Other,Europe,633.3
cb021675,9/16/2024,P4694,political,Electronics,2,311.85,C7313,27,Male,North America,623.7
38584316,8/8/2024,P3237,music,Groceries,6,405.65,C8044,36,Female,Asia,2433.9
d4ba6a93,11/21/2024,P4678,democratic,Toys,10,278.3,C9840,24,Other,North America,2783
65250c99,3/26/2024,P5929,too,Groceries,5,209.53,C1297,26,Other,Europe,1047.65
c49b5685,5/27/2024,P2647,national,Electronics,10,207.32,C6360,23,Other,Asia,2073.2
6334d973,4/20/2024,P1686,chance,Electronics,4,124.89,C6343,63,Male,Asia,499.56
8f2fecc0,6/26/2024,P1024,clear,Electronics,9,107.43,C5248,63,Other,South America,966.87
c538432e,1/3/2024,P3884,different,Toys,2,364.16,C7938,33,Male,South America,728.32
6c780da5,1/5/2024,P5366,unit,Clothing,6,157.38,C6398,24,Female,Africa,944.28
2b24f480,8/7/2024,P1343,save,Furniture,8,295.91,C8259,35,Male,North America,2367.28
e5d8b466,7/2/2024,P7219,detail,Clothing,3,297.58,C1665,35,Other,North America,892.74
d729f42c,10/9/2024,P4467,list,Clothing,4,95.22,C5853,60,Female,Africa,380.88
e3eba024,11/20/2024,P9350,bill,Groceries,8,140.78,C5566,19,Male,North America,1126.24
c5ed99d3,10/31/2024,P8964,rest,Furniture,6,278.89,C8954,37,Female,Europe,1673.34
b2e46240,4/7/2024,P4405,PM,Toys,1,215.49,C9530,65,Female,South America,215.49
5524153e,5/31/2024,P1284,night,Toys,2,100.07,C1228,46,Other,Europe,200.14
2788d857,10/11/2024,P9041,it,Electronics,8,260.82,C5405,56,Female,Europe,2086.56
f1a29469,5/22/2024,P2425,step,Electronics,1,131.01,C5135,59,Male,Africa,131.01
c64412eb,8/5/2024,P2782,air,Clothing,8,413.59,C1298,44,Female,Europe,3308.72
c959a05e,6/20/2024,P4720,item,Furniture,7,43.4,C4003,62,Other,Europe,303.8
549bfc15,5/29/2024,P5383,lead,Toys,9,172.7,C5609,47,Male,Asia,1554.3
00140eb5,10/21/2024,P1308,rest,Furniture,5,472.01,C1120,42,Female,North America,2360.05
4886db8f,8/3/2024,P1618,real,Toys,9,49.28,C6063,34,Female,South America,443.52
ef593eec,10/20/2024,P5963,approach,Furniture,1,94.91,C7474,51,Other,South America,94.91
8b804b75,6/25/2024,P9819,which,Groceries,9,230.32,C6546,26,Other,Africa,2072.88
1ae88b44,10/19/2024,P8866,fine,Furniture,2,312.3,C2221,31,Other,Asia,624.6
0e118a2b,11/19/2024,P2899,everyone,Toys,2,198.45,C1608,31,Other,North America,396.9
1fba102a,1/3/2024,P9961,thus,Furniture,6,296.19,C6212,27,Male,Asia,1777.14
0c4e410b,8/2/2024,P6684,common,Electronics,5,433.61,C3872,47,Female,Africa,2168.05
0574e805,5/17/2024,P7724,general,Toys,5,296.33,C7267,38,Other,South America,1481.65
fdb7e5dd,10/10/2024,P3035,pattern,Clothing,8,406.08,C4410,35,Male,North America,3248.64
cb013dfb,5/10/2024,P8345,job,Clothing,8,376.43,C2134,28,Female,South America,3011.44
7e7ce35f,2/13/2024,P2510,read,Toys,6,454.31,C4965,50,Male,South America,2725.86
6a785035,12/4/2024,P3745,wish,Groceries,6,88.14,C4674,62,Female,Asia,528.84
4.17E+09,2/25/2024,P8827,past,Groceries,6,343.01,C3512,44,Female,Asia,2058.06
e7ad2324,6/18/2024,P8970,support,Clothing,1,48.62,C8349,55,Female,North America,48.62
f77bd39d,2/21/2024,P7538,describe,Groceries,1,455.77,C5430,18,Other,South America,455.77
aa80ec97,11/19/2024,P2284,late,Toys,6,303.48,C7246,45,Female,South America,1820.88
ee7d47bf,3/29/2024,P7342,material,Toys,6,356.76,C7783,35,Female,South America,2140.56
08cd462a,4/13/2024,P1923,boy,Toys,3,478.96,C6552,44,Other,North America,1436.88
2a7060e9,7/17/2024,P1773,threat,Groceries,1,239.5,C1984,31,Male,Africa,239.5
a8d1e9ea,7/15/2024,P7151,home,Electronics,7,334.66,C9952,59,Male,North America,2342.62
392ee475,2/21/2024,P6588,position,Clothing,8,64.97,C2515,23,Female,North America,519.76
34c653bc,6/2/2024,P5942,account,Furniture,6,383.29,C8699,39,Female,Asia,2299.74
953e54b5,2/10/2024,P8824,main,Groceries,3,291.98,C8286,64,Female,Asia,875.94
7d94cfce,7/2/2024,P9791,prepare,Toys,10,388.5,C4010,32,Female,Europe,3885
849663d4,11/6/2024,P6172,record,Toys,4,400.44,C5668,66,Male,North America,1601.76
d3811f68,8/19/2024,P4823,lead,Electronics,4,460.23,C7705,44,Other,South America,1840.92
31efea73,8/14/2024,P8151,common,Toys,6,455.81,C6547,70,Male,Asia,2734.86
ec3f5434,9/11/2024,P7834,nor,Groceries,10,25,C4185,67,Other,North America,250
01adbe9d,3/25/2024,P2545,hand,Clothing,1,363.95,C3077,63,Male,North America,363.95
28ead947,2/14/2024,P2122,author,Electronics,9,261.64,C7265,18,Other,Europe,2354.76
0cfd8132,5/3/2024,P7117,draw,Groceries,8,394.38,C8929,60,Female,Africa,3155.04
e7e2672e,3/3/2024,P7901,need,Clothing,2,187.69,C6736,61,Male,South America,375.38
0385e447,3/30/2024,P4256,buy,Electronics,3,414.53,C7316,47,Other,Asia,1243.59
18505fb1,3/22/2024,P3870,try,Groceries,10,486.89,C9891,59,Other,Europe,4868.9
a49279b5,11/18/2024,P2198,quite,Toys,9,305.6,C7059,63,Male,South America,2750.4
5509b0b8,11/26/2024,P6501,central,Electronics,6,435.69,C1759,20,Male,Europe,2614.14
4a2426f6,5/20/2024,P4784,behavior,Furniture,3,473.23,C4274,68,Other,Europe,1419.69
6ae05345,4/8/2024,P9112,add,Electronics,5,269.99,C1107,66,Other,Europe,1349.95
de8d763f,1/19/2024,P8493,grow,Toys,3,439.23,C8811,69,Other,Europe,1317.69
4a9d4059,8/28/2024,P2861,new,Groceries,8,265.97,C1085,43,Other,Europe,2127.76
92d63c62,8/14/2024,P6359,also,Toys,4,199.9,C1088,67,Other,Asia,799.6
e8efced8,2/20/2024,P8065,again,Groceries,9,91.84,C1239,37,Male,Africa,826.56
c455613a,6/22/2024,P4000,happy,Furniture,8,490.4,C5133,18,Other,South America,3923.2
c4b35f31,11/21/2024,P7723,small,Toys,5,499.83,C4054,30,Female,Europe,2499.15
1b570442,6/15/2024,P3892,with,Clothing,10,447.27,C2613,26,Female,North America,4472.7
f774b754,4/17/2024,P5403,brother,Groceries,5,464.13,C1724,28,Female,Europe,2320.65
0592f6f6,1/9/2024,P6578,practice,Groceries,9,349.91,C5128,49,Other,South America,3149.19
9aafc07e,5/7/2024,P9296,anything,Electronics,5,393.79,C5663,22,Female,Africa,1968.95
932886b0,11/17/2024,P6914,month,Toys,10,226.26,C2441,70,Male,Africa,2262.6
462bbf34,2/28/2024,P4636,medical,Electronics,5,335.34,C6548,27,Male,Europe,1676.7
1b9568c1,8/21/2024,P4636,environmental,Electronics,6,196.1,C4051,22,Female,Asia,1176.6
ac0541f6,3/6/2024,P8851,growth,Clothing,6,82.97,C7287,26,Male,Asia,497.82
ab9f6602,4/14/2024,P6966,serious,Furniture,9,414.65,C5557,36,Other,North America,3731.85
ca8fd56b,9/22/2024,P7839,organization,Furniture,10,82.64,C7521,70,Other,Europe,826.4
cf1f2ff2,10/25/2024,P4422,without,Groceries,2,317.82,C5436,34,Female,North America,635.64
7e5d2c05,4/2/2024,P2908,task,Furniture,4,378.93,C8381,59,Female,Europe,1515.72
6df1f306,12/3/2024,P6319,agreement,Electronics,7,414.72,C2810,30,Other,North America,2903.04
d55ce083,11/12/2024,P9339,sport,Furniture,5,376.61,C9474,39,Male,South America,1883.05
9d33485a,8/19/2024,P1238,town,Electronics,6,184.12,C9179,51,Male,Asia,1104.72
52b139aa,9/13/2024,P2181,page,Clothing,2,489.66,C6289,26,Male,Africa,979.32
0c5f4f02,2/21/2024,P1870,seem,Clothing,4,300.35,C9689,64,Female,Europe,1201.4
f2a3342c,8/10/2024,P6582,second,Furniture,1,467.77,C3357,54,Other,Africa,467.77
b9e05860,10/1/2024,P9445,prove,Groceries,3,445.59,C1519,57,Other,North America,1336.77
c1ec5c35,11/22/2024,P3523,candidate,Electronics,8,181.65,C7669,64,Female,South America,1453.2
df39f962,10/8/2024,P3160,despite,Groceries,9,228.83,C5817,52,Female,Asia,2059.47
41f5f7f7,8/8/2024,P1747,cause,Clothing,9,307.32,C7004,69,Female,South America,2765.88
6064a22d,8/28/2024,P1507,into,Clothing,7,32.33,C5891,30,Other,Africa,226.31
6f4e19b0,8/10/2024,P9513,health,Clothing,7,62.32,C3298,26,Other,Asia,436.24
be52a633,6/29/2024,P3385,star,Furniture,5,314.12,C4586,69,Male,South America,1570.6
9d4bb3c3,11/29/2024,P4766,finish,Furniture,6,172.49,C5822,27,Male,North America,1034.94
d7128210,1/15/2024,P1105,provide,Electronics,2,175.42,C1039,19,Female,Africa,350.84
4995798b,2/15/2024,P4385,service,Electronics,8,417.79,C2793,35,Other,North America,3342.32
7e91efc5,3/17/2024,P2359,police,Toys,10,252.58,C9225,54,Female,Africa,2525.8
609805a3,7/5/2024,P3032,play,Clothing,7,149.84,C7204,18,Other,North America,1048.88
1406de0b,9/21/2024,P1072,else,Clothing,10,225,C6515,58,Female,North America,2250
acf2d7c9,8/27/2024,P3378,drop,Groceries,2,403.89,C1405,69,Male,South America,807.78
1c5d1c1a,11/7/2024,P2000,past,Furniture,2,329.09,C4724,67,Other,Africa,658.18
0d81abce,2/28/2024,P9427,his,Groceries,3,33.13,C6134,47,Other,North America,99.39
292c3c61,3/28/2024,P2951,green,Groceries,4,344.54,C2107,19,Female,Europe,1378.16
90ae744b,3/1/2024,P4947,than,Electronics,8,285.61,C2772,60,Male,Africa,2284.88
8fc1dce0,7/14/2024,P2400,dinner,Furniture,5,412.56,C9501,39,Other,Africa,2062.8
a5400770,10/2/2024,P7646,onto,Electronics,7,458.56,C7921,68,Female,South America,3209.92
892dd449,6/4/2024,P4020,Mrs,Electronics,1,284.32,C2941,32,Female,South America,284.32
451faf2b,1/22/2024,P4430,security,Electronics,2,71.22,C3682,24,Male,Europe,142.44
f0781b84,1/17/2024,P4091,language,Furniture,9,462.55,C3398,25,Female,South America,4162.95
45be6868,10/12/2024,P8573,today,Furniture,7,462.97,C1637,30,Other,South America,3240.79
58bf18a6,10/16/2024,P8802,may,Toys,1,202.8,C8964,53,Female,Asia,202.8
6df6cbcf,3/12/2024,P3983,piece,Toys,2,212.82,C6031,51,Male,South America,425.64
ce364765,8/19/2024,P9077,together,Groceries,6,190.68,C3587,21,Female,Asia,1144.08
f89b8a96,12/1/2024,P2624,specific,Toys,1,172.2,C8322,29,Male,Asia,172.2
f1fd6943,6/24/2024,P4098,include,Toys,1,211.08,C2323,53,Female,Asia,211.08
1a7416f2,2/10/2024,P3265,voice,Toys,1,104.27,C5005,70,Male,North America,104.27
b432fd77,10/19/2024,P6025,project,Toys,9,19.55,C2001,40,Male,Africa,175.95
e32bb642,8/16/2024,P1596,woman,Clothing,3,142,C9981,34,Male,Asia,426
826f6dcf,9/5/2024,P2103,team,Toys,8,235.79,C2628,30,Female,South America,1886.32
2c73de74,6/6/2024,P5531,ability,Furniture,2,97.33,C7229,18,Male,Europe,194.66
ce18b752,6/26/2024,P4764,into,Electronics,8,473.15,C2907,66,Other,Asia,3785.2
47de62cc,11/9/2024,P2800,heavy,Toys,6,273.23,C4110,19,Other,Asia,1639.38
a587b4d1,10/5/2024,P1237,sit,Groceries,9,106.87,C8069,21,Male,Asia,961.83
6350583d,1/6/2024,P2682,grow,Furniture,3,384.05,C3115,26,Other,Africa,1152.15
326ac674,7/5/2024,P5449,assume,Toys,6,62.4,C3862,63,Female,North America,374.4
48ab4122,3/17/2024,P5548,more,Groceries,9,65.33,C6824,67,Female,Europe,587.97
99813220,8/24/2024,P4944,young,Toys,8,482.28,C5437,40,Female,North America,3858.24
005da887,11/22/2024,P8596,prepare,Furniture,1,220.94,C6665,58,Other,Asia,220.94
6324089d,8/9/2024,P7756,daughter,Furniture,2,185.01,C1490,69,Female,Europe,370.02
13f6c012,3/7/2024,P3372,trade,Furniture,7,97.45,C5387,36,Other,Europe,682.15
c2d599d5,4/17/2024,P8375,general,Electronics,8,91.51,C1481,61,Male,Asia,732.08
ac723828,4/12/2024,P7713,very,Groceries,4,83.44,C8031,49,Female,North America,333.76
8f02483a,1/27/2024,P3428,material,Furniture,7,37.74,C3306,39,Female,South America,264.18
0faad553,4/23/2024,P3124,American,Electronics,5,319.26,C3531,32,Female,North America,1596.3
6c817c76,3/20/2024,P3965,base,Furniture,3,295.23,C8791,40,Other,Africa,885.69
b9856f85,7/27/2024,P8520,whom,Furniture,7,386.82,C6896,33,Male,Europe,2707.74
5ef51c85,11/22/2024,P7262,goal,Furniture,3,74.8,C7130,45,Other,South America,224.4
dbcffd20,7/15/2024,P2776,address,Groceries,8,339.28,C4864,32,Female,South America,2714.24
fd1d9c7c,2/29/2024,P2401,up,Furniture,9,129.51,C1204,19,Female,Africa,1165.59
7f832c0f,4/20/2024,P1738,explain,Electronics,1,229.43,C6572,48,Female,North America,229.43
d8eef368,2/19/2024,P5129,hospital,Furniture,10,141.95,C3595,47,Male,Europe,1419.5
268c0e2c,10/6/2024,P7387,film,Toys,9,319.89,C2082,30,Male,Africa,2879.01
702648b6,7/14/2024,P8229,nation,Groceries,8,398.71,C7600,42,Male,Europe,3189.68
dc906181,11/14/2024,P3269,our,Electronics,10,66.75,C4407,53,Other,South America,667.5
45096c34,7/18/2024,P5204,finish,Electronics,5,302.96,C3472,22,Other,Asia,1514.8
1a93fafc,9/24/2024,P5062,art,Toys,6,371.39,C6984,62,Male,Africa,2228.34
23fcf621,1/5/2024,P1850,another,Furniture,8,262.21,C8082,18,Other,South America,2097.68
eb212937,8/19/2024,P1593,talk,Toys,7,470.79,C3360,65,Female,Africa,3295.53
91fcece7,5/1/2024,P1297,last,Clothing,5,88.86,C2276,20,Female,Asia,444.3
b8522b6c,1/28/2024,P2240,stay,Groceries,1,264.95,C2149,69,Male,Europe,264.95
c004f892,11/19/2024,P2819,in,Electronics,6,489.67,C3328,36,Female,Africa,2938.02
6ccc8ad3,8/11/2024,P2964,lay,Toys,6,147.12,C4225,70,Male,North America,882.72
56ba97b6,2/25/2024,P7745,east,Groceries,8,147,C2795,47,Female,Africa,1176
d2465e4d,5/10/2024,P4929,recently,Electronics,4,328.44,C7322,23,Other,Asia,1313.76
776a217b,2/10/2024,P5105,street,Clothing,6,146.54,C9806,65,Other,South America,879.24
c107365d,3/31/2024,P4643,stuff,Furniture,2,325.78,C4725,70,Female,Europe,651.56
b24b0b5c,6/15/2024,P8609,own,Furniture,1,239.94,C2685,70,Male,Asia,239.94
3e5f1be3,5/29/2024,P8872,choice,Furniture,5,270.35,C9050,33,Male,Europe,1351.75
bd919bca,2/19/2024,P3142,city,Groceries,10,427.82,C7898,44,Male,Europe,4278.2
140dd124,2/1/2024,P9246,film,Electronics,6,458.08,C2559,67,Other,North America,2748.48
d12ae828,2/14/2024,P6150,notice,Electronics,3,198.97,C8312,66,Male,South America,596.91
80a5c7cf,8/2/2024,P8774,society,Furniture,7,463.25,C7285,64,Female,North America,3242.75
24db35da,10/20/2024,P5455,lose,Furniture,9,314.64,C2931,62,Other,North America,2831.76
4146b24e,11/15/2024,P2749,letter,Clothing,5,351.67,C5593,55,Female,Europe,1758.35
fcdfc22b,10/16/2024,P9930,interesting,Furniture,9,101.56,C3452,54,Female,North America,914.04
697d33db,1/17/2024,P7659,number,Groceries,10,79.25,C5564,42,Other,Asia,792.5
647b059c,9/9/2024,P1976,wonder,Clothing,9,341.74,C1295,49,Other,North America,3075.66
a2a07ff5,10/9/2024,P9919,allow,Groceries,10,205.7,C1453,68,Other,Asia,2057
241f8711,7/30/2024,P8355,claim,Groceries,9,232.88,C7025,37,Other,South America,2095.92
b5df9f0b,4/26/2024,P5060,stay,Groceries,1,12.29,C7516,44,Female,Asia,12.29
6cb3b07f,7/21/2024,P3330,art,Electronics,5,354.42,C6529,66,Female,North America,1772.1
b86d1c25,1/2/2024,P7860,yard,Groceries,10,351.42,C2461,25,Other,South America,3514.2
4b2277e9,3/27/2024,P3598,fear,Furniture,6,193.14,C7566,46,Other,South America,1158.84
338b1cf7,6/25/2024,P2987,owner,Toys,8,358.95,C9669,25,Female,Africa,2871.6
4211bd0d,3/22/2024,P9394,night,Groceries,2,116.32,C8311,57,Other,Europe,232.64
